Symbol,Security,GICS Sector,GICS Sub-Industry,Founded,Date added,market_cap,percent_change,%_of_total_market_cap
GOOGL,Alphabet Inc. (Class A),Communication Services,Interactive Media & Services,1998,2006-04-03,3807324394481.8906,-0.6950186856771486,5.677943548663722
GOOG,Alphabet Inc. (Class C),Communication Services,Interactive Media & Services,1998,2014-04-03,3797195101768.215,-0.8729419725557231,5.662837519794866
MO,Altria,Consumer Staples,Tobacco,1985,1957-03-04,92662778215.13014,-2.0248657284137423,0.13818996472441455
AMZN,Amazon,Consumer Discretionary,Broadline Retail,1994,2005-11-18,2575593474158.983,3.376810778181228,3.8410371261709786
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,2019 (1860),2019-06-07,19751791391.37686,1.3002346264315598,0.02945626505263455
AEE,Ameren,Utilities,Multi-Utilities,1902,1991-09-19,27214493756.727764,1.014058385244751,0.04058555122860481
AEP,American Electric Power,Utilities,Electric Utilities,1906,1957-03-04,61576954438.92391,0.8503561175578206,0.09183101700227635
AXP,American Express,Financials,Consumer Finance,1850,1976-06-30,266912602899.6491,0.9899973371443613,0.39805242072033614
AIG,American International Group,Financials,Multi-line Insurance,1919,1980-03-31,43251080695.348274,-7.478072723376572,0.06450125315374014
AMT,American Tower,Real Estate,Telecom Tower REITs,1995,2007-11-19,82327934731.17885,-0.24396747562056736,0.1227773936361199
AWK,American Water Works,Utilities,Water Utilities,1886,2016-03-04,25171999164.681454,1.2323388351807067,0.037539535761969466
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,1894,2005-10-03,48101126366.321754,0.4626937955384214,0.07173422903783885
AME,Ametek,Industrials,Electrical Components & Equipment,1930,2013-09-23,49461097262.8188,1.348732258976697,0.07376238245427151
AMGN,Amgen,Health Care,Biotechnology,1980,1992-01-02,177790165664.95868,2.946499180301585,0.2651422415217076
APH,Amphenol,Information Technology,Electronic Components,1932,2008-09-30,173056979419.2629,1.0723476891902153,0.2580835405748372
ADI,Analog Devices,Information Technology,Semiconductors,1965,1999-10-12,143439279669.4338,5.643908332149309,0.21391403732354256
AON,Aon plc,Financials,Insurance Brokers,1982 (1919),1996-04-23,75398151183.39513,-0.46115604707850383,0.11244286058561291
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,1954,1997-07-28,8543940695.407807,-2.411116343047457,0.012741759809583501
APO,Apollo Global Management,Financials,Asset Management & Custody Banks,1990,2024-12-23,88630531583.55313,1.9631427278611784,0.13217658987735237
AAPL,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",1977,1982-11-30,3876723537476.4736,-1.8334297070330876,5.781439961215274
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,1967,1995-03-16,235814147436.51877,4.111565187206747,0.35167463509581603
APP,AppLovin,Information Technology,Application Software,2012,2025-09-22,208781378026.02155,-2.475862851757884,0.3113600932355777
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,1994,2012-12-24,17989137793.099834,2.595633450594694,0.026827582389982712
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,1995,2022-11-01,35052847646.1596,-0.5506186563088725,0.05227505448268704
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,1902,1957-03-04,29069664107.117424,1.5273578708381192,0.04335220608416004
ARES,Ares Management,Financials,Asset Management & Custody Banks,1977,2025-12-11,57661930124.81584,2.2958424168431484,0.08599245828125711
ANET,Arista Networks,Information Technology,Communications Equipment,2004,2018-08-28,166956023260.533,-3.36030361419411,0.24898505537290713
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,1927,2016-05-31,67480643849.23266,-0.1785447645263399,0.10063531412210149
AIZ,Assurant,Financials,Multi-line Insurance,1892,2007-04-10,11889198906.454062,-1.9965073988499105,0.017730614267468275
T,AT&T,Communication Services,Integrated Telecommunication Services,1983 (1885),1983-11-30,172023586029.0709,-1.4973647074626144,0.25654241911390346
ATO,Atmos Energy,Utilities,Gas Utilities,1906,2019-02-15,27099259722.507626,0.39548680729232577,0.04041370027150354
ADSK,Autodesk,Information Technology,Application Software,1982,1989-12-01,62445213195.5498,1.5623951044164008,0.09312586968488461
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,1949,1981-03-31,105776966461.33467,1.4767556679651541,0.15774743155241033
AZO,AutoZone,Consumer Discretionary,Automotive Retail,1979,1997-01-02,53971661797.04147,-0.7153604811011196,0.0804890829253529
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,1978,2007-01-10,26161456509.89646,1.9192404799730507,0.03901513446800145
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,1935,1987-12-31,14070852311.870111,0.8308408417976907,0.020984160221329134
AXON,Axon Enterprise,Industrials,Aerospace & Defense,1993,2023-05-04,49779360190.887375,6.003459787838913,0.07423701470305621
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,2017,2017-07-07,48726894460.17898,0.6317533629895534,0.07266745025655766
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",1880,1984-10-31,14777685457.41679,0.7234268053279526,0.02203827546944279
BAC,Bank of America,Financials,Diversified Banks,1998 (1923 / 1874),1976-06-30,418067880021.4461,0.632801220273993,0.6234734885505643
BAX,Baxter International,Health Care,Health Care Equipment,1931,1972-09-30,10563847154.141674,3.3182497117400622,0.015754089114355774
BDX,Becton Dickinson,Health Care,Health Care Equipment,1897,1972-09-30,58613555519.36833,3.216723804039913,0.08741163739758748
BRK-B,Berkshire Hathaway,Financials,Multi-Sector Holdings,1839,2010-02-16,1076617944028.8267,0.10631444896432023,1.605583154021197
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,1966,1999-06-29,15163008297.607132,3.0264026050378616,0.022612915586208898
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,1976,2021-08-30,10171452990.331932,3.5697287697537528,0.015168903382831047
BIIB,Biogen,Health Care,Biotechnology,1978,2003-11-13,26789301292.82326,4.569658995826136,0.03995145269713583
BLK,BlackRock,Financials,Asset Management & Custody Banks,1988,2011-04-04,172571267149.8577,-0.667998535714418,0.257359187574979
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,1985,2023-09-18,199581104157.98166,0.18477843036080668,0.2976395298576086
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,2009,2025-07-23,42670879015.011375,2.264431148082932,0.06363598609308006
BK,BNY Mellon,Financials,Asset Management & Custody Banks,1784,1995-03-31,84595419379.19724,0.22306397969612898,0.12615894154088203
BA,Boeing,Industrials,Aerospace & Defense,1916,1957-03-04,179981079364.7004,0.7495688504265478,0.2684095975487268
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1996,2009-11-06,173340718513.8081,-0.353617880905435,0.2585066866991106
BSX,Boston Scientific,Health Care,Health Care Equipment,1979,1995-02-24,145024507180.02655,2.419352196667054,0.2162781207018802
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,1989 (1887),1957-03-04,110785678002.85695,2.5631299669337793,0.16521702921147033
AVGO,Broadcom,Information Technology,Semiconductors,1961,2014-05-08,1629907532847.0615,0.1019089081164296,2.430715642318351
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,1962,2018-06-18,25878499770.405834,-0.5026525173508628,0.03859315508639943
BRO,Brown & Brown,Financials,Insurance Brokers,1939,2021-09-20,27405846277.24913,0.4379360387136413,0.04087091929731719
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,1870,1982-10-31,12089766181.06401,1.123599076048083,0.018029724494218365
BLDR,Builders FirstSource,Industrials,Building Products,1998,2023-12-18,12303196470.689539,2.6005160746357956,0.018348017607835127
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,1818,2023-03-15,18245548165.405285,1.0278362620868517,0.027209972611670224
BXP,"BXP, Inc.",Real Estate,Office REITs,1970,2006-04-03,12046653762.32455,1.505443719423855,0.01796543003057776
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,1905,2007-03-02,19806878962.535557,0.2691208242173152,0.02953841831483763
CDNS,Cadence Design Systems,Information Technology,Application Software,1988,2017-09-18,85736256540.93558,4.455219896869187,0.12786029617511188
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,1981,2022-04-04,11786923951.240868,1.1090734201611123,0.01757808945949965
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,1869,1957-03-04,7933012336.454914,1.2748368505018042,0.011830669401989184
COF,Capital One,Financials,Consumer Finance,1994,1998-07-01,164957097700.63144,2.9659526954991655,0.2460040153271596
CAH,Cardinal Health,Health Care,Health Care Distributors,1971,1997-05-27,49533810906.50447,1.4748108173786953,0.07387082185193966
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1972,1998-12-22,42395076702.842964,2.572243479929441,0.06322467626054969
CARR,Carrier Global,Industrials,Building Products,"2020 (1915, United Technologies spinoff)",2020-04-03,45529721753.764015,-0.5391353608317756,0.06789943884973795
CVNA,Carvana,Consumer Discretionary,Automotive Retail,2012,2025-12-22,95488910588.18379,2.4136178537270885,0.142404635819556
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,1925,1957-03-04,291904538175.54144,1.1345644451427566,0.4353234233893075
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,1973,2017-03-01,26170543792.920166,-0.8012392477769867,0.03902868652573893
CBRE,CBRE Group,Real Estate,Real Estate Services,1906,2006-11-10,49674220254.330086,1.532849371057566,0.0740802172876987
CDW,CDW Corporation,Information Technology,Technology Distributors,1984,2019-09-23,17606700099.444023,0.5463630897420304,0.026257244953381293
COR,Cencora,Health Care,Health Care Distributors,1985,2001-08-30,67154711581.41045,1.5399506609232416,0.10014924442442491
CNC,Centene Corporation,Health Care,Managed Health Care,1984,2016-03-30,22482035532.693306,2.372429198860645,0.033527935995865066
CNP,CenterPoint Energy,Utilities,Multi-Utilities,1882,1985-07-31,24965683284.4533,0.36746249331426717,0.03723185251784502
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,1946,2008-08-27,12868750847.991714,-1.0092264720020905,0.019191440835095594
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,1947,2021-05-14,10635955717.0097,3.73943596978127,0.0158616261421786
SCHW,Charles Schwab Corporation,Financials,Investment Banking & Brokerage,1971,1997-06-02,188002269866.88742,-0.16386945483510865,0.2803717689178131
CHTR,Charter Communications,Communication Services,Cable & Satellite,1993,2016-09-08,28768793835.09565,0.2904626571625888,0.0429035118718973
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,1879,1957-03-04,315400261829.52905,-4.4614052762162,0.4703630939610343
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,1993,2011-04-28,51784975296.18877,0.9673174689797794,0.07722803100961347
CB,Chubb Limited,Financials,Property & Casualty Insurance,1985,2010-07-15,123310922876.64578,-1.8718848474837593,0.18389619230816792
CHD,Church & Dwight,Consumer Staples,Household Products,1847,2015-12-29,20833415822.539593,1.6763714451112643,0.031069314487008587
CI,Cigna,Health Care,Health Care Services,1982,1976-06-30,76066753682.96536,0.27820140913683195,0.11343996166125474
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,1950,1997-12-18,25351742028.138485,0.09878266034093348,0.037807590103087166
CTAS,Cintas,Industrials,Diversified Support Services,1929,2001-03-01,75504400800.27121,1.0352626439335455,0.11260131289074456
CSCO,Cisco,Information Technology,Communications Equipment,1984,1993-12-01,297240871517.67523,-0.4630834422357537,0.44328161038209485
C,Citigroup,Financials,Diversified Banks,1998,1988-05-31,219185107930.87088,-0.6488264654965127,0.3268753961030965
CFG,Citizens Financial Group,Financials,Regional Banks,1828,2016-01-29,26804026952.278236,1.7854220576733495,0.03997341338512537
CLX,Clorox,Consumer Staples,Household Products,1913,1969-03-31,12272446383.985014,-0.6615305855259055,0.01830215935192243
CME,CME Group,Financials,Financial Exchanges & Data,1848,2006-08-11,97055424412.5635,-2.14862346926707,0.14474081108109152
CMS,CMS Energy,Utilities,Multi-Utilities,1886,1957-03-04,21418024677.30364,1.3099122163879435,0.03194115406028217
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1886,1957-03-04,291960782866.7519,-0.14719767430369707,0.43540730228916374
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,1994,2006-11-17,41328065956.37538,3.6628758958323577,0.061633420523833055
COIN,Coinbase,Financials,Financial Exchanges & Data,2012,2025-05-19,67565405336.745804,-1.7103407506938795,0.10076172072456958
CL,Colgate-Palmolive,Consumer Staples,Household Products,1806,1957-03-04,62394640370.647484,0.350964047829649,0.09305044935944347
CMCSA,Comcast,Communication Services,Cable & Satellite,1963,2002-11-19,106814548024.56584,-2.5239941026245405,0.1592947989245469
FIX,Comfort Systems USA,Industrials,Construction & Engineering,1997,2025-12-22,36520184176.99423,0.2712292430460923,0.05446332454474064
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,1919,1983-08-31,8060525399.087235,-1.3466015413565782,0.012020832334360507
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,2002,1957-03-04,121284793191.17018,-2.106851211881675,0.1808745821734823
ED,Consolidated Edison,Utilities,Multi-Utilities,1823,1957-03-04,35848124267.38091,0.8324869998215418,0.05346106736023726
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,1945,2005-07-01,25008583666.649246,0.799943466136162,0.03729583076689512
CEG,Constellation Energy,Utilities,Electric Utilities,1999,2022-02-02,128460805280.0234,-0.10143006329641772,0.19157632106499636
COO,Cooper Companies (The),Health Care,Health Care Supplies,1958,2016-09-23,16763569330.390121,1.9095985881654756,0.024999866171114184
CPRT,Copart,Industrials,Diversified Support Services,1982,2018-07-02,37713966389.4181,1.0897720782775069,0.05624363725499079
GLW,Corning Inc.,Information Technology,Electronic Components,1851,1995-02-27,76519413107.77069,0.6314100159865446,0.11411502225355423
CPAY,Corpay,Financials,Transaction & Payment Processing Services,2000,2018-06-20,22429246954.99127,2.922789267811464,0.03344921127132075
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,2019,2019-06-03,47109171447.154564,2.240242161598114,0.0702549056468471
CSGP,CoStar Group,Real Estate,Real Estate Services,1987,2022-09-19,28480887847.018,1.1743432713034365,0.04247415157100033
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,1976,1993-10-01,394722768833.37036,1.5255652934139683,0.5886584295408078
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,2021 (1989),2008-06-23,19131917640.296818,-2.904725053696814,0.028531834192203523
CRH,CRH plc,Materials,Construction Materials,1970,2025-12-22,86169780668.35814,0.43644109519838686,0.1285068198929376
CRWD,CrowdStrike,Information Technology,Systems Software,2011,2024-06-24,115541758855.91457,0.3876945742144339,0.17230987337144804
CCI,Crown Castle,Real Estate,Telecom Tower REITs,1994,2012-03-14,37943287485.48201,-1.4589470054755274,0.056585628664983526
CSX,CSX Corporation,Industrials,Rail Transportation,1980,1957-03-04,67244473585.42242,0.44555791727089056,0.10028310840311123
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,1919,1965-03-31,75472707548.98953,2.832423775218901,0.11255404807351181
CVS,CVS Health,Health Care,Health Care Services,1996,1957-03-04,102443192760.8699,0.3481705865109038,0.15277570418851844
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,1969,1998-11-18,169410649018.86307,0.5226018543292632,0.252645690781094
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,1938,1995-05-31,23119297145.514744,3.93957729094407,0.03447829774296881
DDOG,Datadog,Information Technology,Application Software,2010,2025-07-09,48076960019.75299,2.5890502317191677,0.07169818925310348
DVA,DaVita,Health Care,Health Care Services,1979,2008-07-31,8202479894.5103655,0.6845697407264758,0.012232532081474188
DAY,Dayforce,Industrials,Human Resource & Employment Services,1992,2021-09-20,11122430578.600348,0.2307523371211104,0.01658711641192263
DECK,Deckers Brands,Consumer Discretionary,Footwear,1973,2024-03-18,15940978227.973469,-0.5920438470696666,0.02377311862894937
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,1837,1957-03-04,131736783787.03151,4.265180137843074,0.1964618572321763
DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",2016,2024-09-23,83057912148.29193,-0.06451240196480437,0.12386602442685962
DAL,Delta Air Lines,Industrials,Passenger Airlines,1929,2013-09-11,47156971830.008514,0.5569500523232845,0.07032619137071203
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,1971,2000-08-30,22782971739.45269,-1.8057451742513042,0.033976728537999185
DXCM,Dexcom,Health Care,Health Care Equipment,1999,2020-05-12,27407731930.89993,3.311157151877728,0.040873731412564604
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,2007,2018-12-03,41822057166.89748,-1.7144051828599551,0.06237012008401387
DLR,Digital Realty,Real Estate,Data Center REITs,2004,2016-05-18,54826680888.57274,0.6483883155510047,0.0817641910148502
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,1939,2012-12-03,31849000129.72553,4.590144767682338,0.047497088790243155
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,1986,2011-12-19,27286816644.42748,4.052260370445447,0.040693407883590785
D,Dominion Energy,Utilities,Multi-Utilities,1983,2016-11-30,50141788945.411415,0.05112045441501658,0.07477751238473064
DPZ,Domino's,Consumer Discretionary,Restaurants,1960,2020-05-12,13800236205.855902,-1.2006616790037967,0.02058058468793491
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,2012,2025-03-24,98862448987.34659,1.1732549610918381,0.14743566512125078
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,1955,1985-10-31,27910679229.698463,0.6080959616148712,0.041623787376976217
DOW,Dow Inc.,Materials,Commodity Chemicals,2019 (1897),2019-04-01,18138783127.446896,2.489963247919094,0.027050751648156506
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,1978,2005-06-22,42202750614.61913,-1.3517174940542493,0.06293785628969222
DTE,DTE Energy,Utilities,Multi-Utilities,1995,1957-03-04,27007095063.89266,0.962725314437077,0.04027625316309426
DUK,Duke Energy,Utilities,Electric Utilities,1904,1976-06-30,91561831305.52184,0.7961649898239904,0.13654809926848133
DD,DuPont,Materials,Specialty Chemicals,2017 (1802),2019-06-03,18200286896.498047,3.4039523025707936,0.027142473522239162
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,1911,1957-03-04,129625220677.06036,3.32340071076996,0.193312838421162
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,1995,2002-07-22,41820071495.63044,1.1495533342486022,0.06236715881037594
ECL,Ecolab,Materials,Specialty Chemicals,1923,1989-01-31,77012673075.54048,3.1727358978242046,0.11485063129592313
EIX,Edison International,Utilities,Electric Utilities,1886,1957-03-04,22948421340.054996,-0.1814618849904049,0.034223467033340005
EW,Edwards Lifesciences,Health Care,Health Care Equipment,1958,2011-04-01,50402534291.42858,1.995960962008932,0.07516636744457478
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,1982,2002-07-22,51091680286.64687,-0.03914749990984054,0.07619410547060385
ELV,Elevance Health,Health Care,Managed Health Care,2014 (1946),2002-07-25,83624462894.53143,2.1622472945463778,0.12471093356022989
EME,Emcor,Industrials,Construction & Engineering,1994,2025-09-22,29346204207.334435,0.3626245280774471,0.043764616195641405
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,1890,1965-03-31,81882427877.47223,1.9390891811825437,0.1221129998246666
ETR,Entergy,Utilities,Electric Utilities,1913,1957-03-04,41676420703.76089,0.8319790574569642,0.0621529293404263
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,1999,2000-11-02,56787964122.93368,-1.1299421506693486,0.08468909426285869
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,1993,2021-12-14,12163091770.389446,5.696725346155019,0.018139076499386547
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,1888,2022-10-03,33331624722.94609,0.11246743206585275,0.049708158263694846
EFX,Equifax,Industrials,Research & Consulting Services,1899,1997-06-19,26148644068.752563,-3.8679258779021777,0.0389960270030213
EQIX,Equinix,Real Estate,Data Center REITs,1998,2015-03-20,77376520540.36443,2.0776634830121115,0.11539324473033104
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,1969,2001-12-03,24562197422.82021,2.445833426216915,0.03663012550231752
ERIE,Erie Indemnity,Financials,Insurance Brokers,1925,2024-09-23,14929280452.864483,1.7980832486973823,0.022264352298530285
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,1971,2014-04-02,17723658801.82174,1.4028245582934469,0.02643166794465257
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,1946,2006-01-05,39117109155.95828,0.36057634656410625,0.058336173796053034
EG,Everest Group,Financials,Reinsurance,1973,2017-06-19,13950147442.330267,-2.625407725951289,0.020804150491585755
EVRG,Evergy,Utilities,Electric Utilities,1909,2018-06-05,16828653438.025127,1.0925196268845059,0.025096927479996173
ES,Eversource Energy,Utilities,Electric Utilities,1966,2009-07-24,25291502642.27642,0.5369136375335699,0.03771775383044733
EXC,Exelon,Utilities,Electric Utilities,2000,1957-03-04,44277841103.45232,0.6890198225824116,0.06603248270792973
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,1989,2025-03-24,25110230188.336006,-1.3012538790671684,0.037447418378628944
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1996,2007-10-02,37016936940.131004,4.083900992981074,0.055204142466854456
EXPD,Expeditors International,Industrials,Air Freight & Logistics,1979,2007-10-10,21375668481.497444,2.0077760531480244,0.0318779873679267
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,1977,2016-01-19,30018134613.176556,3.325705878998157,0.044766680248426546
XOM,ExxonMobil,Energy,Integrated Oil & Gas,1999,1957-03-04,516066089739.00226,-3.4380963127068247,0.7696202953350995
FFIV,"F5, Inc.",Information Technology,Communications Equipment,1996,2010-12-20,15721374650.76523,-0.5219374119307736,0.023445619160745355
FDS,FactSet,Financials,Financial Exchanges & Data,1978,2021-12-20,10956183647.400055,2.2454335529683984,0.016339188840565188
FICO,Fair Isaac,Information Technology,Application Software,1956,2023-03-20,38404885397.60463,-3.2368108573094094,0.05727401941283047
FAST,Fastenal,Industrials,Trading Companies & Distributors,1967,2008-09-15,47689406416.61094,0.9477506079876328,0.07112022235227645
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,1962,2016-02-01,8759778741.962929,1.36601109250848,0.013063643662130984
FDX,FedEx,Industrials,Air Freight & Logistics,1971,1980-12-31,72657756164.4169,3.51980149313098,0.10835605142342304
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,1968,2006-11-10,35025486158.984314,1.0245597062459069,0.052234249717058465
FITB,Fifth Third Bancorp,Financials,Regional Banks,1858,1996-03-29,32907055280.227833,2.385849183249132,0.04907498885692305
FSLR,First Solar,Information Technology,Semiconductors,1999,2022-12-19,28842282194.538013,-1.1838239781996784,0.04301310661959004
FE,FirstEnergy,Utilities,Electric Utilities,1997,1997-11-28,25902522227.723976,0.13399145807649293,0.03862898028604628
FISV,Fiserv,Financials,Transaction & Payment Processing Services,1984,2001-04-02,37377465597.71269,2.6421918628216825,0.05574180649369473
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,1903,1957-03-04,54986083485.62988,2.4498880264598952,0.08200191148566499
FTNT,Fortinet,Information Technology,Systems Software,2000,2018-10-11,60105908434.19674,0.6415190971746377,0.08963721492320112
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,2016,2016-07-01,18760750571.0268,3.047759427232543,0.027978304876578992
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,2019,2019-03-19,33788479475.6151,0.5814754222986427,0.05038947543733862
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,2019,2019-03-19,31894915337.369114,-0.044272105004605676,0.04756556311236903
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,1947,1998-04-30,13097334087.291542,2.572482948155086,0.01953233186366048
FCX,Freeport-McMoRan,Materials,Copper,1912,2011-07-01,80427107285.46724,3.19794981698861,0.11994264938681361
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,1989,2012-12-12,40298611012.94086,2.743429400952476,0.060098172552006515
IT,Gartner,Information Technology,IT Consulting & Other Services,1979,2017-04-05,18538606423.194122,2.2601010036620583,0.027647016601566755
GE,GE Aerospace,Industrials,Aerospace & Defense,1892,1957-03-04,347336324463.45044,0.9928469252543305,0.5179900209086842
GEHC,GE HealthCare,Health Care,Health Care Equipment,1994,2023-01-04,39581908503.70948,1.9873023885072776,0.05902933891269294
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,2024,2024-04-02,186835453268.88712,0.8034003842150886,0.2786316705997682
GEN,Gen Digital,Information Technology,Systems Software,1982,2003-03-25,16164129024.933546,0.26778766816627764,0.024105908141136723
GNRC,Generac,Industrials,Electrical Components & Equipment,1959,2021-03-22,8525034821.909971,-2.2935085897914305,0.012713565079810942
GD,General Dynamics,Industrials,Aerospace & Defense,1899,1957-03-04,97038732305.48819,1.4484139346886553,0.14471591778809573
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,1856,1957-03-04,23067345503.17906,-1.1945038541705628,0.034400821157871436
